brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
领克,领克06,https://p9-dcd.byteimg.com/img/motor-mis-img/189c2b11c6396ed5c63d9db5a57e6341~tplv-resize:640:0.png,1560,10.96-11.96万,领克,237,小型SUV,汽油,2022.09,4年或10万公里
现代,现代ix35,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,1543,9.98-14.58万,北京现代,238,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
凯迪拉克,凯迪拉克XT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34121f151dfa4523a4d827d0d3ea7a3e~tplv-resize:640:0.png,1513,24.27-32.27万,上汽通用凯迪拉克,239,中型SUV,48V轻混系统,2023.09,3年不限公里
知豆,知豆彩虹,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2423341df9e64b588bf3aa9fa66604d3~tplv-resize:640:0.png,1510,3.19-4.39万,知豆电动车,240,微型车,纯电动,2024.04,3年或10万公里
五菱汽车,五菱星光S PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5ac984fc673e4ca88529850dd9a61aca~tplv-resize:640:0.png,1504,9.98-11.98万,上汽通用五菱,241,紧凑型SUV,插电式混合动力,2024.08,6年或15万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,1478,4.98-7.78万,上汽通用五菱,242,小型SUV,汽油,2023.04,3年或10万公里
五菱汽车,五菱缤果PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4fd05310cc9a472db6fcc2462023852b~tplv-resize:640:0.png,1470,7.58-8.58万,上汽通用五菱,243,小型SUV,纯电动,2024.03,4年或15万公里
大众,揽境,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bf37b7018ff14ebd9f55a164daa4e2c4~tplv-resize:640:0.png,1465,19.39-34.29万,一汽-大众,244,中大型SUV,汽油,2024.06,3年或10万公里
SWM斯威汽车,斯威G01,https://p9-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,1458,26.98万,SWM斯威汽车,245,紧凑型SUV,汽油,2022.09,3年或6万公里
大众,Polo,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,1450,5.89-9.29万,上汽大众,246,小型车,汽油,2023.05,3年或10万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,1440,5.69-9.69万,东风风行,247,中型MPV,汽油,2023.09,5年或10万公里
小鹏汽车,小鹏X9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dea281f2400b459897787fc584c29832~tplv-resize:640:0.png,1438,35.98-41.98万,小鹏汽车,248,中大型MPV,纯电动,2024.01,5年或12万公里
宝马,宝马iX3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,1421,26.50-30.50万,华晨宝马,249,中型SUV,纯电动,2024.01,3年或10万公里
日产,探陆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,1418,21.58-27.78万,东风日产,250,中大型SUV,汽油,2024.03,3年或10万公里
马自达,马自达3 昂克赛拉,https://p9-dcd.byteimg.com/img/motor-mis-img/2ed9950bbf60e473727cf3735528e032~tplv-resize:640:0.png,1413,8.69-18.99万,长安马自达,251,紧凑型车,汽油,2023.07,3年或10万公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1830284b40ab4b27b72d12c96c731e08~tplv-resize:640:0.png,1400,19.20-26.91万,一汽奥迪,252,紧凑型SUV,纯电动,2023.11,3年或10万公里
荣威,荣威D7 DMH,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,1378,10.58-12.58万,上汽集团,253,中型车,插电式混合动力,2023.11,6年或15万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png,1356,13.17-17.47万,东风雪铁龙,254,中型车,汽油,2024.04,5年或15万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,1350,15.09-16.99万,东风风行,255,紧凑型车,纯电动,2023.08,8年或16万公里
比亚迪,海豹,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47aa2c230bd5475eabf82865b71fc484~tplv-resize:640:0.png,1251,17.58-24.98万,比亚迪,261,中型车,纯电动,2024.08,6年或15万公里
本田,艾力绅,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d874253ddcab4fbeac2e52354f3d9e62~tplv-resize:640:0.png,1248,20.98-26.18万,东风本田,262,中型MPV,油电混合,2023.07,3年或10万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1225,6.99-8.19万,长安汽车,263,小型SUV,汽油,2023.09,3年或10万公里
福特,领睿,https://p9-dcd.byteimg.com/img/motor-mis-img/2e84d7b827ee1d79eea53e9aec7ff9de~tplv-resize:640:0.png,1216,11.28-15.58万,江铃福特,264,中型SUV,汽油,2023.08,3年或10万公里
江淮钇为,钇为3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d3b291d46e574b7db4455249b26a1887~tplv-resize:640:0.png,1211,6.99-11.99万,江汽集团,265,小型车,纯电动,2024.03,4年或15万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f5b33847b129473f8fd1ea7239dc73f5~tplv-resize:640:0.png,1207,15.48-22.48万,合众汽车,266,中大型车,增程式,2023.07,4年或12万公里
坦克,坦克700 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png,1194,42.80-70.00万,长城汽车,267,中大型SUV,插电式混合动力,2024.02,5年或15万公里
启辰,启辰VX6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de8d87c33dcb4bcbb18ea3db22b8462c~tplv-resize:640:0.png,1193,11.49-13.99万,东风日产,268,紧凑型SUV,纯电动,2024.08,6年或15万公里
奔驰,威霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/597d2a870fe7486ea303f942cc95a084~tplv-resize:640:0.png,1187,29.38-38.68万,福建奔驰,269,中大型MPV,48V轻混系统,2024.08,3年或6万公里
标致,标致408,https://p3-dcd.byteimg.com/img/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,1174,9.07-10.67万,东风标致,270,紧凑型车,汽油,2024.03,5年或15万公里
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,1170,31.98-40.98万,广汽传祺,271,中大型MPV,插电式混合动力,2024.04,3年或10万公里
吉利汽车,豪越L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35f4fe1d9d7240879696d2d7774573d5~tplv-resize:640:0.png,1159,11.29-13.29万,吉利汽车,272,中型SUV,汽油,2023.11,4年或10万公里
昊铂,昊铂HT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/973f2a8d61c04ed19d61f18aa9d5c08e~tplv-resize:640:0.png,1157,20.39-32.99万,广汽埃安新能源,273,中大型SUV,纯电动,2024.04,6年或15万公里
宝马,宝马iX1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,1155,19.99-23.99万,华晨宝马,274,紧凑型SUV,纯电动,2023.08,3年或10万公里
领克,领克09 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f29a0b794aff4900a5d45b49a9a667e3~tplv-resize:640:0.png,1126,27.48-33.29万,领克,275,中大型SUV,插电式混合动力,2024.01,5年或10万公里
荣威,荣威D7 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/279198c170654088bb304d89cfc3d72f~tplv-resize:640:0.png,1124,12.98-20.08万,上汽集团,276,中型车,纯电动,2024.03,6年或15万公里
林肯,林肯Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a0ec714df18440fa98cb7ce39a6d5213~tplv-resize:640:0.png,1124,21.38-34.38万,长安林肯,277,中型车,汽油,2024.03,5年或14万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ce764ca8f1a48a0890408952f1ad593~tplv-resize:640:0.png,1097,7.48-9.48万,吉利汽车,278,紧凑型车,汽油,2023.08,4年或10万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de7a72b2eda044a7aaeff1eca92504c1~tplv-resize:640:0.png,1086,8.88-12.89万,一汽-大众捷达,279,中型SUV,汽油,2024.04,3年或10万公里
东风风神,东风风神E70,https://p9-dcd.byteimg.com/img/motor-mis-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,1086,14.28-15.38万,东风乘用车,280,紧凑型车,纯电动,2023.03,3年或30万公里
别克,君越,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d46a7ee58b8a41ac8a6872614bd23172~tplv-resize:640:0.png,1080,14.49-20.49万,上汽通用别克,281,中型车,48V轻混系统,2024.04,3年或10万公里
启辰,启辰D60,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,1078,6.16-8.18万,东风日产,282,紧凑型车,汽油,2023.02,3年或10万公里
别克,君威,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/65ca9a0988cf45e29d3c04aca829f355~tplv-resize:640:0.png,1078,11.48-20.48万,上汽通用别克,283,中型车,汽油,2023.07,3年或10万公里
本田,缤智,https://p3-dcd.byteimg.com/img/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,1078,8.49-12.19万,广汽本田,284,小型SUV,汽油,2024.09,3年或10万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87bf9e60731445798436e52d5c9c042d~tplv-resize:640:0.png,1077,17.90-22.00万,极氪,285,紧凑型SUV,纯电动,2024.07,4年或10万公里
北汽制造,锐胜王牌M7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,1075,5.48-15.18万,北京汽车制造厂,286,中大型MPV,汽油,2024.04,3年或6万公里
本田,冠道,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,1059,18.28-27.28万,广汽本田,287,中型SUV,汽油,2023.08,3年或10万公里
本田,本田XR-V,https://p3-dcd.byteimg.com/img/motor-mis-img/75fc061a24092b6aa7cca9a14f8e8a2e~tplv-resize:640:0.png,1033,8.99-10.99万,东风本田,288,小型SUV,汽油,2023.08,3年或10万公里
红旗,红旗H6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png,1027,13.98-19.98万,一汽红旗,289,中型车,汽油,2024.06,4年或10万公里
东风风行,风行星海V9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe4bf78eb9a443228981a116995fb7b6~tplv-resize:640:0.png,1004,19.99-27.99万,东风风行,290,中大型MPV,插电式混合动力,2024.06,8年或16万公里
起亚,起亚K3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,988,8.29-11.39万,起亚,291,紧凑型车,汽油,2024.02,3年或10万公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9d2a56308a184ed89115a0b35d840d2e~tplv-resize:640:0.png,979,12.58-14.58万,长安汽车,292,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,976,9.69-16.59万,广汽本田,293,紧凑型SUV,汽油,2023.02,3年或10万公里
星途,星途揽月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1903393da3fb46bda1013b98b07e89d5~tplv-resize:640:0.png,975,19.39-23.39万,星途,294,中大型SUV,汽油,2024.08,3年或10万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,973,14.88-16.58万,长城汽车,295,中型SUV,插电式混合动力,2024.03,6年或15万公里
起亚,狮铂拓界,https://p9-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,949,13.04-18.40万,起亚,296,紧凑型SUV,汽油,2022.11,5年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,943,13.28-17.98万,北京现代,297,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
北京,北京BJ60,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0087942025b04295b04efa7c84472d8b~tplv-resize:640:0.png,924,20.98-25.58万,北京汽车,301,中大型SUV,48V轻混系统,2023.09,5年或15万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,910,19.77-23.27万,一汽-大众,302,中型车,纯电动,2023.12,3年或10万公里
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,910,16.98-25.88万,广汽丰田,303,中型SUV,汽油,2024.06,3年或10万公里
大众,威然,https://p9-dcd.byteimg.com/img/motor-mis-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,903,22.98-34.28万,上汽大众,304,中大型MPV,汽油,2023.08,3年或10万公里
哈弗,哈弗M6,https://p9-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,901,6.19-8.29万,长城汽车,305,紧凑型SUV,汽油,2023.03,3年或10万公里
长安,长安UNI-K,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,885,12.99-15.99万,长安汽车,306,中型SUV,汽油,2023.11,3年或10万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,875,6.98-9.18万,广汽本田,307,小型车,汽油,2024.03,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e365b62932e14542987c0ec29e807693~tplv-resize:640:0.png,873,6.38-8.98万,上汽通用五菱,308,紧凑型SUV,油电混合,2022.08,3年或10万公里
日产,骐达TIIDA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,872,7.99-10.59万,东风日产,309,紧凑型车,汽油,2023.08,3年或10万公里
路虎,揽胜极光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/358ba7359ff7457597d529963c7891e0~tplv-resize:640:0.png,872,24.18-33.58万,奇瑞捷豹路虎,310,中型SUV,48V轻混系统,2024.04,3年或10万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,785,18.98-23.18万,奇瑞捷豹路虎,321,中型车,汽油,2023.10,3年或10万公里
奇瑞,风云T10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e11d68e3ace14875812b0566899c6142~tplv-resize:640:0.png,772,18.19-22.19万,奇瑞汽车,322,中大型SUV,插电式混合动力,2024.07,3年或10万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/img/motor-mis-img/d0be756edf1c5cf4c9e6552497309e85~tplv-resize:640:0.png,749,10.00-15.00万,广汽传祺,331,紧凑型车,汽油,2024.05,3年或10万公里
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d0437ce51fc94ffb8c4d700c169ce3f5~tplv-resize:640:0.png,746,52.98万,理想汽车,332,大型MPV,纯电动,2024.03,5年或10万公⾥
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,745,9.59-12.99万,东风日产,333,紧凑型SUV,插电式混合动力,2023.07,6年或15万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,729,7.68-9.08万,上汽通用五菱,334,小型SUV,纯电动,2024.04,3年或10万公里
林肯,冒险家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d39599a71b34b279c96d02bff066c3d~tplv-resize:640:0.png,729,21.58-32.58万,长安林肯,335,紧凑型SUV,汽油,2024.03,5年或14万公里
江淮瑞风,瑞风M3,https://p9-dcd.byteimg.com/img/motor-mis-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,713,6.58-12.79万,江汽集团,336,紧凑型MPV,油电混合,2023.12,3年或10万公里
长安,长安UNI-V 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2795607979c740fa8e2e985fb2dc1a88~tplv-resize:640:0.png,712,10.79-11.99万,长安汽车,337,紧凑型车,插电式混合动力,2024.04,3年或12万公里
别克,世纪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,711,46.19-68.19万,上汽通用别克,338,中大型MPV,48V轻混系统,2023.08,3年或10万公里
北京汽车,北京EU5,https://p3-dcd.byteimg.com/img/motor-mis-img/fac9641308c9c3c9b23765bdcbdd6697~tplv-resize:640:0.png,705,12.99-17.19万,北京汽车,339,紧凑型车,纯电动,2022.09,3年或12万公里
凯翼,凯翼拾月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,703,5.39-9.98万,凯翼汽车,340,微型车,纯电动,2023.11,3年或12万公里
吉利几何,吉利几何A,https://p3-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,702,11.08-11.88万,吉利几何,341,紧凑型车,纯电动,2023.08,4年或15万公里
本田,雅阁 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,693,17.38-20.68万,广汽本田,342,中型车,插电式混合动力,2024.01,3年或10万公里
路虎,发现运动版,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/42df37a2a1d24acdb11be0f719bd8502~tplv-resize:640:0.png,693,23.50-26.00万,奇瑞捷豹路虎,343,中型SUV,48V轻混系统,2024.07,3年或10万公里
奔驰,奔驰EQE SUV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ddc1f2b0d2a54bd7beaf63f4c5fd5837~tplv-resize:640:0.png,689,48.59-63.05万,北京奔驰,344,中大型SUV,纯电动,2024.04,3年不限公里
比亚迪,护卫舰07,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,672,17.98-25.98万,比亚迪,345,中型SUV,插电式混合动力,2024.03,6年或15万公里
哈弗,哈弗H5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,671,11.68-15.18万,长城汽车,346,大型SUV,汽油,2024.03,3年或10万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1081a6e139924a17a8a06e5a92353e23~tplv-resize:640:0.png,668,34.99-37.59万,华晨宝马,347,中大型车,纯电动,2024.01,3年或10万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,663,17.97-21.57万,上汽通用凯迪拉克,348,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
创维汽车,创维EV6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aee6b1ce476409b809d1833fc185283~tplv-resize:640:0.png,658,13.98-32.98万,创维汽车,349,中型SUV,纯电动,2024.07,5年或15万公里
凯翼,炫界,https://p9-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,657,6.39-9.49万,凯翼汽车,350,小型SUV,汽油,2024.02,3年或10万公里
现代,库斯途,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab112cc53c61428599a02cc75c895c91~tplv-resize:640:0.png,653,15.18-20.58万,北京现代,351,中大型MPV,汽油,2024.08,5年或10万公里
捷途,捷途X70S EV,https://p3-dcd.byteimg.com/img/motor-mis-img/f4e6e2fbaa0cecf457663534e094c6f1~tplv-resize:640:0.png,638,16.98-17.98万,奇瑞汽车,352,中型SUV,纯电动,2019.09,4年或10万公里
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,636,6.79万,长安汽车,353,小型车,纯电动,2023.05,3年或12万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png,632,11.98-13.68万,上汽集团,354,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
星途,星途瑶光 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a2b0b9d093c4c37a5a43eab6c7ad182~tplv-resize:640:0.png,631,15.98-22.58万,星途,355,中型SUV,插电式混合动力,2024.03,3年或10万公里
本田,本田UR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,629,17.68-25.98万,东风本田,356,中型SUV,汽油,2023.06,3年或10万公里
广汽传祺,传祺ES9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2e89470e4a04d169559f93e0890aa6a~tplv-resize:640:0.png,625,22.98-26.98万,广汽传祺,357,中大型SUV,插电式混合动力,2024.06,5年或15万公里
蔚来,蔚来ES7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,620,43.80-51.80万,蔚来,358,中大型SUV,纯电动,2024.02,3年或12万公里
远航汽车,远航Y6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5a90fd829584198b01a22b25cc5d70a~tplv-resize:640:0.png,608,19.98-33.98万,远航汽车,359,大型车,纯电动,2024.08,6年或16万公里
阿维塔,阿维塔 11,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/83e370fa77b64c78a65c707b76b7415c~tplv-resize:640:0.png,601,29.58-38.58万,阿维塔科技,360,中大型SUV,纯电动,2024.04,5年或12万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-mis-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,600,37.16-50.16万,上汽奥迪,361,中大型SUV,汽油,2024.01,3年或10万公里
沃尔沃,沃尔沃XC60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,593,39.09-46.39万,沃尔沃亚太,362,中型SUV,插电式混合动力,2024.07,3年不限公里
荣威,荣威i6 MAX EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4a62b4c1ac07ae8e723dc417a5f06360~tplv-resize:640:0.png,588,15.28-18.18万,上汽集团,363,紧凑型车,纯电动,2022.04,3年或10万公里
丰田,凌放HARRIER,https://p3-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,579,16.68-27.57万,一汽丰田,364,中型SUV,汽油,2024.09,3年或10万公里
宝骏,悦也Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/742a281a4282435b85ea756d2c95539b~tplv-resize:640:0.png,571,9.38-10.38万,上汽通用五菱,365,小型SUV,纯电动,2024.04,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,567,15.98-30.38万,大运汽车,366,中型MPV,纯电动,2024.05,3年或12万公里
奥迪,奥迪Q2L,https://p9-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,562,15.60-18.30万,一汽奥迪,367,小型SUV,汽油,2023.08,3年或10万公里
奥迪,奥迪Q5L Sportback,https://p9-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,561,32.19-37.89万,一汽奥迪,368,中型SUV,汽油,2023.10,3年或10万公里
