brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
凯翼,凯翼昆仑iHD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png,551,10.99-17.99万,凯翼汽车,369,中型SUV,插电式混合动力,2024.08,4年或10万公里
江铃集团新能源,易至EV3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,545,5.28-6.68万,江铃集团新能源,370,微型车,纯电动,2024.07,3年或6万公里
丰田,广汽丰田铂智4X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,540,13.98-19.88万,广汽丰田,371,中型SUV,纯电动,2023.11,3年或10万公里
起亚,奕跑,https://p9-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,520,5.93-7.33万,起亚,372,小型SUV,汽油,2021.06,3年或10万公里
小鹏汽车,小鹏MONA M03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c09268085ead46d5bf15eb93c3d00ee3~tplv-resize:640:0.png,517,11.98-15.58万,小鹏汽车,373,紧凑型车,纯电动,2024.08,5年或12万公里
红旗,红旗HS7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/025bc9204d124c23b8889961f0434453~tplv-resize:640:0.png,516,26.28-29.28万,一汽红旗,374,中大型SUV,插电式混合动力,2024.08,4年或10万公里
大运,悦虎,https://p3-dcd.byteimg.com/img/motor-mis-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,507,5.38-7.70万,大运汽车,375,小型SUV,纯电动,2023.06,3年或12万公里
五菱汽车,五菱星光S EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b6193baf5fe6449fbf249892cba67860~tplv-resize:640:0.png,503,11.98-12.98万,上汽通用五菱,376,紧凑型SUV,纯电动,2024.08,6年或15万公里
奔驰,奔驰EQA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7015d0380cb24469941e8a4b9c7026b8~tplv-resize:640:0.png,503,32.19万,北京奔驰,377,紧凑型SUV,纯电动,2024.08,3年不限公里
红旗,红旗HQ9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c97f39fcbb28433aad656ad98ff3d6c8~tplv-resize:640:0.png,483,35.88-53.88万,一汽红旗,378,中大型MPV,插电式混合动力,2024.04,4年或10万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,459,37.08-46.97万,腾势汽车,379,中大型MPV,纯电动,2024.03,6年或15万公里
大众,ID.6 CROZZ,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,458,19.69-27.49万,一汽-大众,380,中大型SUV,纯电动,2023.09,3年或10万公里
远航汽车,远航H8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/13afc68b66ff4d8092ca3e27c715823c~tplv-resize:640:0.png,452,21.98-36.98万,远航汽车,381,大型SUV,纯电动,2024.08,6年或16万公里
领克,领克09,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/364454f27a1a440e88097db05eabadec~tplv-resize:640:0.png,441,22.78-23.48万,领克,382,中大型SUV,48V轻混系统,2024.09,5年或10万公里
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,441,18.50-26.50万,沃尔沃亚太,383,紧凑型SUV,48V轻混系统,2024.06,3年不限公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68b2913fe7a54330b67436f95718fb7e~tplv-resize:640:0.png,437,10.99-14.69万,东风乘用车,384,紧凑型SUV,汽油,2023.10,3年或10万公里
起亚,起亚EV5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,436,14.98-22.58万,起亚,385,紧凑型SUV,纯电动,2023.11,5年或10万公里
睿蓝汽车,睿蓝9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,433,15.99-19.79万,睿蓝汽车,386,中型SUV,纯电动,2022.12,4年或15万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/img/motor-mis-img/1c7a3356986a77510a0b53855fb5a868~tplv-resize:640:0.png,431,15.58-16.98万,比亚迪,387,紧凑型车,纯电动,2024.07,6年或60万公里
领克,领克01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/827fe2deca1b48ec9ded3e921232183c~tplv-resize:640:0.png,429,14.28-18.38万,领克,388,紧凑型SUV,汽油,2024.04,4年或10万公里
智界,智界S7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e17f8fdf5994a98aab29bf74279e0bf~tplv-resize:640:0.png,425,24.98-34.98万,奇瑞汽车,389,中大型车,纯电动,2024.04,4年或10万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,425,8.49-10.79万,长安汽车,390,紧凑型车,汽油,2024.05,3年或10万公里
奥迪,奥迪Q5 e-tron,https://p9-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,380,25.35-34.55万,上汽奥迪,401,中大型SUV,纯电动,2024.05,3年或10万公里
长安,长安UNI-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/09a8092ecee34808ae45128f9d2adb1e~tplv-resize:640:0.png,379,9.99-12.99万,长安汽车,402,紧凑型SUV,汽油,2023.07,3年或10万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,378,12.88-14.48万,北京现代,403,紧凑型车,汽油,2022.11,3年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,374,9.49-11.49万,北京汽车,404,紧凑型SUV,汽油,2024.03,5年或10万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,373,17.89-20.89万,一汽-大众,405,中型SUV,汽油,2023.03,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,370,15.28-15.78万,奇瑞新能源,406,紧凑型车,纯电动,2023.08,1年或10万公里
吉利汽车,星瑞L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,366,11.97-13.97万,吉利汽车,407,紧凑型车,油电混合,2023.12,5年或15万公里
奔腾,奔腾T77,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,357,7.48-8.38万,一汽奔腾,408,紧凑型SUV,汽油,2022.12,3年或10万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,356,24.98-41.98万,智己汽车,409,中大型SUV,纯电动,2024.06,5年或15万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/motor-mis-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,350,14.99万,长安汽车,410,紧凑型车,纯电动,2024.01,1年或12万公里
昊铂,昊铂GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,345,18.99-25.99万,广汽埃安新能源,411,中大型车,纯电动,2024.06,6年或15万公里
本田,e:NP2 极湃2,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ee70fe92147b48e0b0dadf6640efa893~tplv-resize:640:0.png,341,11.78万,广汽本田,412,紧凑型SUV,纯电动,2024.04,3年或12万公里
五菱汽车,五菱征程,https://p3-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,341,6.08-8.18万,上汽通用五菱,413,中大型MPV,汽油,2022.09,3年或6万公里
雪佛兰,探界者Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c72150584c9144fb94b1eaa81df2b464~tplv-resize:640:0.png,340,14.99-17.99万,上汽通用雪佛兰,414,中型SUV,插电式混合动力,2024.04,3年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,337,13.49-21.09万,上汽大众斯柯达,415,中型SUV,汽油,2023.10,3年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,332,29.58-37.58万,长城汽车,416,中大型MPV,插电式混合动力,2023.10,6年或15万公里
斯柯达,柯米克GT,https://p3-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,332,9.10万,上汽大众斯柯达,417,小型SUV,汽油,2023.11,3年或10万公里
日产,劲客,https://p3-dcd.byteimg.com/img/motor-mis-img/504fb3220f62bbc899bbe7bdbdb15d0a~tplv-resize:640:0.png,327,7.98-9.38万,东风日产,418,小型SUV,汽油,2023.07,3年或10万公里
江淮钇为,爱跑,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,320,15.29-18.99万,江汽集团,419,紧凑型车,纯电动,2024.03,3年或12万公里
坦克,坦克500,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a36d53e3b7e6450e881067328a87d84b~tplv-resize:640:0.png,318,33.50-39.50万,长城汽车,420,中大型SUV,48V轻混系统,2023.03,5年或15万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,317,19.22-20.11万,上汽大众,421,中型车,插电式混合动力,2022.09,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,316,31.27-42.97万,上汽通用凯迪拉克,422,中大型SUV,48V轻混系统,2021.08,3年不限公里
星途,星纪元 ES,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4e67dfdcc50544daab873ab45cb4bb38~tplv-resize:640:0.png,311,19.59-31.98万,星途,423,中大型车,纯电动,2024.08,4年或12万公里
东风富康,e爱丽舍,https://p9-dcd.byteimg.com/img/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,311,12.98-13.98万,神龙汽车,424,紧凑型车,纯电动,2021.03,3年或12万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,310,17.09-21.49万,东风本田,425,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,308,14.49-19.99万,上汽通用雪佛兰,426,中型SUV,汽油,2023.05,3年或10万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,307,18.59-20.09万,一汽-大众,427,中型车,插电式混合动力,2021.12,3年或10万公里
睿蓝汽车,睿蓝7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/34076f95094b48af8c6835540dd8227d~tplv-resize:640:0.png,305,11.57-17.77万,睿蓝汽车,428,紧凑型SUV,纯电动,2024.06,6年或15万公里
仰望,仰望U8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,303,109.80万,仰望,429,大型SUV,增程式,2024.04,6年或15万公里
飞凡汽车,飞凡R7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,293,18.49-22.49万,飞凡汽车,430,中大型SUV,纯电动,2023.11,5年或12万公里
凯迪拉克,IQ傲歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/63529507cdcd4edd873e149c1ae05bae~tplv-resize:640:0.png,292,23.97-26.97万,上汽通用凯迪拉克,431,中型SUV,纯电动,2024.04,3年不限公里
思皓,思皓花仙子,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,290,5.99-7.49万,江汽集团,432,微型车,纯电动,2022.11,3年或12万公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,289,7.98-9.48万,上汽通用五菱,433,微型车,纯电动,2022.09,3年或6万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,286,18.49-27.49万,飞凡汽车,434,中大型车,纯电动,2023.11,5年或12万公里
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,283,8.49-11.69万,北京汽车,435,紧凑型SUV,汽油,2024.03,5年或10万公里
岚图,岚图追光 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,277,24.28-26.78万,岚图汽车,436,中大型车,插电式混合动力,2023.12,5年或10万公里
奔腾,奔腾T90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,277,10.00-13.10万,一汽奔腾,437,紧凑型SUV,汽油,2023.06,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,269,21.50-25.30万,一汽奥迪,438,紧凑型SUV,汽油,2023.08,3年或10万公里
沃尔沃,沃尔沃S90 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,266,37.99-46.89万,沃尔沃亚太,439,中大型车,插电式混合动力,2023.06,3年不限公里
上汽大通MAXUS,大通G10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9cb8a3e47412485ab01e1ea06ab6af34~tplv-resize:640:0.png,263,10.30-18.48万,上汽大通,440,中大型MPV,汽油,2024.08,3年或6万公里
名爵,MG6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png,263,9.78-12.78万,上汽集团,441,紧凑型车,汽油,2023.04,3年或10万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,262,17.39-21.79万,广汽本田,442,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,262,11.13-12.85万,起亚,443,紧凑型SUV,汽油,2021.07,5年或10万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,260,3.79-6.88万,吉麦新能源,444,微型车,纯电动,2024.09,3年或6万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,260,7.79-12.39万,上汽大众,445,小型SUV,汽油,2023.05,3年或10万公里
蔚来,蔚来EC7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,253,45.80-54.80万,蔚来,446,中大型SUV,纯电动,2024.02,3年或12万公里
Polestar极星,Polestar 4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,252,33.99-39.99万,Polestar,447,中型SUV,纯电动,2023.11,3年不限公里
海马,海马8S,https://p3-dcd.byteimg.com/img/motor-mis-img/8e4dd00202765ac67a4ec8eb3c50c73f~tplv-resize:640:0.png,245,7.99-13.69万,海马汽车,448,紧凑型SUV,汽油,2020.06,5年或10万公里
丰田,凌尚,https://p9-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,233,9.48-12.48万,广汽丰田,449,紧凑型车,汽油,2024.07,3年或10万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,232,30.47-41.47万,上汽通用凯迪拉克,450,中大型车,汽油,2023.05,3年不限公里
中国重汽VGV,VGV U70,https://p3-dcd.byteimg.com/img/motor-mis-img/8962f78d7a160bfa32466bf7fc4be7ee~tplv-resize:640:0.png,228,7.79-11.89万,中国重汽VGV,451,中型SUV,汽油,2021.01,7年或15万公里
斯柯达,明锐,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,223,11.79-12.89万,上汽大众斯柯达,452,紧凑型车,汽油,2024.01,3年或10万公里
上汽大通MAXUS,大家9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,217,25.39-40.39万,上汽大通,453,中大型MPV,纯电动,2024.08,3年或10万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,217,14.67-19.07万,东风标致,454,中型车,汽油,2023.08,5年或15万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,211,13.59-14.79万,上汽集团,455,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aaa0dfa7b6114885bc223232d651a0e8~tplv-resize:640:0.png,211,12.88-17.98万,起亚,456,中型车,汽油,2024.09,可选:[3年或15万公里][5年或10万公里][7年或7万公里]
启辰,启辰大V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,208,8.78-11.68万,东风日产,457,紧凑型SUV,汽油,2023.09,3年或10万公里
福特,领裕,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,206,15.38-20.18万,江铃福特,458,中大型SUV,汽油,2023.02,3年或10万公里
东风纳米,纳米BOX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,205,4.57-7.47万,东风汽车,459,小型SUV,纯电动,2023.04,3年或6万公里
岚图,岚图梦想家 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,203,30.99-43.99万,岚图汽车,460,中大型MPV,纯电动,2024.03,5年或10万公里
名爵,MG ONE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,203,8.78-11.88万,上汽集团,461,紧凑型SUV,汽油,2023.07,3年或10万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,200,16.18-24.18万,长城汽车,462,中型车,纯电动,2022.10,5年或15万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,200,19.39-22.79万,上汽大众,463,中大型SUV,纯电动,2023.04,3年或10万公里
凯翼,凯翼昆仑,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9b4807525e49c98142a0af0b91b878~tplv-resize:640:0.png,198,9.99-16.99万,凯翼汽车,464,中型SUV,汽油,2024.06,4年或10万公里
江淮汽车,江淮QX PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,197,8.99-19.69万,江汽集团,465,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,195,17.58-24.38万,上汽集团,466,中大型SUV,汽油,2023.03,3年或10万公里
smart,smart精灵#3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,191,16.49-28.99万,smart,467,紧凑型SUV,纯电动,2024.04,4年或15万公里
东风风光,风光380,https://p3-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,180,5.28-6.08万,东风小康,468,微面,汽油,2022.06,3年或6万公里
魏牌,摩卡PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a1bc6c4ab8842c8b5726b89f9f8c604~tplv-resize:640:0.png,180,22.18-22.88万,长城汽车,469,中型SUV,插电式混合动力,2024.05,5年或15万公里
东风风度,帕拉丁,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,179,16.98-26.18万,郑州日产,470,中型SUV,汽油,2024.04,3年或10万公里
本田,猎光e:NS2,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8ff010b33b2149b6bb8ba23802679638~tplv-resize:640:0.png,169,15.98-17.98万,东风本田,471,紧凑型SUV,纯电动,2024.06, 3年或10万公里
江淮瑞风,瑞风RF8 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/809daf18f7fc4be1b137dd84e32a34ab~tplv-resize:640:0.png,168,20.99-25.49万,江汽集团,472,中大型MPV,插电式混合动力,2024.09,5年或10万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,166,50.98-77.98万,一汽红旗,473,大型SUV,纯电动,2024.03,4年或10万公里
宝骏,宝骏云海EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2cc4c46552a948a4b1b61da2c0d813cc~tplv-resize:640:0.png,162,12.38-13.38万,上汽通用五菱,474,紧凑型SUV,纯电动,2024.09,6年或15万公里
北汽制造,元宝,https://p9-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,161,2.97-5.19万,北京汽车制造厂,475,微型车,纯电动,2023.03,3年或10万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,161,14.98-15.98万,睿蓝汽车,476,紧凑型车,纯电动,2022.02,1年或15万公里
合创汽车,合创A06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,160,13.98-26.98万,合创汽车,477,中型车,纯电动,2023.11,4年或15万公里
本田,本田LIFE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,159,7.93-9.43万,东风本田,478,小型车,汽油,2023.01,3年或10万公里
吉利几何,吉利几何C,https://p3-dcd.byteimg.com/img/motor-mis-img/14800010db265dbb4e54b322efe6b9fb~tplv-resize:640:0.png,159,11.38-19.78万,吉利几何,479,紧凑型SUV,纯电动,2022.04,4年或15万公里
SWM斯威汽车,斯威大虎,https://p9-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,157,5.99-7.89万,SWM斯威汽车,480,中型SUV,汽油,2022.08,3年或6万公里
斯柯达,柯珞克,https://p9-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,156,10.79-11.29万,上汽大众斯柯达,481,紧凑型SUV,汽油,2023.10,3年或10万公里
比亚迪,比亚迪e3,https://p9-dcd.byteimg.com/img/motor-mis-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,155,15.48万,比亚迪,482,紧凑型车,纯电动,2021.08,3年或10万公里
星途,星途追风,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,154,10.29-16.99万,星途,483,紧凑型SUV,汽油,2023.09,3年或10万公里
起亚,嘉华,https://p3-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,153,24.49-29.59万,起亚,484,中大型MPV,汽油,2021.09,5年或10万公里
