brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奇瑞,欧萌达,https://p3-dcd.byteimg.com/img/motor-mis-img/909cce5c7758ab29135fc1593e5349ae~tplv-resize:640:0.png,152,8.99-9.49万,奇瑞汽车,485,紧凑型SUV,汽油,2024.03,3年或10万公里
欧拉,欧拉芭蕾猫,https://p9-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,150,14.98-17.98万,长城汽车,486,紧凑型车,纯电动,2023.04,4年或15万公里
凯翼,炫界Pro EV,https://p3-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,148,11.99-17.66万,凯翼汽车,487,紧凑型SUV,纯电动,2023.09,3年或10万公里
宝骏,宝骏云海PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3f8e93182cba4fdc865c174b20ae0999~tplv-resize:640:0.png,141,10.98-12.38万,上汽通用五菱,488,紧凑型SUV,插电式混合动力,2024.09,6年或15万公里
荣威,荣威iMAX8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,141,18.58-25.58万,上汽集团,489,中大型MPV,汽油,2023.03,3年或10万公里
上汽大通MAXUS,大家7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/91bdc8d73c5d469a821b6f6b5cefead5~tplv-resize:640:0.png,136,14.58-29.98万,上汽大通,490,中型MPV,纯电动,2023.11,5年或10万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,133,10.08-13.88万,一汽丰田,491,紧凑型车,汽油,2023.05,3年或10万公里
现代,胜达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0de99af988af46ed838494efc7528a6a~tplv-resize:640:0.png,132,19.58-26.88万,北京现代,492,中型SUV,汽油,2024.08,可选：3年或15万公里/5年或10万公里/7年或7万公里
沃尔沃,沃尔沃EX30,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e00dc34dbb9d4bc1b3468659adc15ff1~tplv-resize:640:0.png,130,20.07-25.57万,沃尔沃亚太,493,小型SUV,纯电动,2024.05,3年不限公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d266c935398141da87d4cdcd0a25d7fe~tplv-resize:640:0.png,130,9.99-19.99万,长安马自达,494,小型SUV,汽油,2024.07,3年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,129,15.97-19.37万,东风标致,495,中型SUV,汽油,2022.11,5年或15万公里
英菲尼迪,英菲尼迪QX60,https://p3-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,127,37.88-51.88万,东风英菲尼迪,496,中大型SUV,汽油,2023.11,4年或10万公里
哪吒汽车,哪吒AYA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,125,6.58-8.08万,合众汽车,497,小型SUV,纯电动,2023.08,3年或12万公里
丰田,丰田C-HR,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,122,10.78-14.78万,广汽丰田,498,小型SUV,汽油,2023.03,3年或10万公里
日产,ARIYA 艾睿雅,https://p3-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,116,14.49-22.79万,东风日产,499,紧凑型SUV,纯电动,2023.07,3年或10万公里
丰田,威兰达PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,110,19.68-23.18万,广汽丰田,500,紧凑型SUV,插电式混合动力,2024.06,3年或10万公里
奔腾,奔腾M9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,109,18.98-20.98万,一汽奔腾,501,中大型MPV,48V轻混系统,2023.10,3年或10万公里
江铃集团新能源,羿,https://p3-dcd.byteimg.com/img/motor-mis-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,106,11.88-19.98万,江铃集团新能源,502,紧凑型车,纯电动,2024.04,3年或6万公里
吉利汽车,帝豪L HiP,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7317c74acb8a4d00aa8ab358efb895fa~tplv-resize:640:0.png,104,8.88-16.87万,吉利汽车,503,紧凑型车,插电式混合动力,2024.02,6年或15万公里
上汽大通MAXUS,大家9超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/589970fa48a2417192313a9ea2c696ba~tplv-resize:640:0.png,103,24.99-34.49万,上汽大通,504,中大型MPV,插电式混合动力,2024.06,3年或10万公里
别克,别克E4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/175bc28c8fc7468285a60c50af81f2e3~tplv-resize:640:0.png,103,12.99-19.99万,上汽通用别克,505,中大型SUV,纯电动,2023.06,3年或10万公里
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,102,12.59-16.99万,上汽通用雪佛兰,506,中型车,汽油,2023.06,3年或10万公里
本田,e:NP1 极湃1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,101,12.50-16.80万,广汽本田,507,小型SUV,纯电动,2022.06,3年或12万公里
比亚迪,元Pro,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,101,7.98-9.78万,比亚迪,508,小型SUV,纯电动,2023.05,6年或15万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,101,18.08-27.58万,北汽新能源,509,中型SUV,纯电动,2023.06,3年或12万公里
福特,福特电马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,95,23.98-35.98万,长安福特,510,中型SUV,纯电动,2023.12,4年或10万公里
长安,长安UNI-K 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,93,17.29-20.09万,长安汽车,511,中型SUV,插电式混合动力,2024.01,3年或12万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,79,20.08-28.08万,一汽红旗,521,中大型SUV,48V轻混系统,2024.08,4年或10万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8edb77cb2b3049aab144e1e1b94869ed~tplv-resize:640:0.png,71,29.19-57.88万,智己汽车,522,中大型车,纯电动,2024.02,待公布
东风风行,菱智M5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,71,15.49-19.19万,东风风行,523,中型MPV,纯电动,2023.11,5年或10万公里
别克,昂科旗,https://p3-dcd.byteimg.com/img/motor-mis-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,66,21.99-27.99万,上汽通用别克,524,中大型SUV,48V轻混系统,2021.08,3年或10万公里
SWM斯威汽车,斯威G05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c925af638a1c4f7fb547993f1c3de73e~tplv-resize:640:0.png,64,8.69-12.98万,SWM斯威汽车,525,中型SUV,汽油,2023.01,3年或6万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,63,18.48-32.98万,北汽新能源,526,中大型车,纯电动,2024.04,3年或12万公里
一汽,森雅R7,https://p3-dcd.byteimg.com/img/motor-mis-img/aecc527761d81e6b35253fef9d34ec02~tplv-resize:640:0.png,63,7.98-8.98万,一汽吉林,527,小型SUV,汽油,2024.04,3年或6万公里
合创汽车,合创V09,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7326212aa38e48f4983959b242a74c05~tplv-resize:640:0.png,60,31.88-43.88万,合创汽车,528,中大型MPV,纯电动,2023.10,6年或15万公里
上汽大通MAXUS,大家7超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20bcc04c2e143a4a51c2d2ddda8831a~tplv-resize:640:0.png,58,19.19-24.69万,上汽大通,529,中型MPV,插电式混合动力,2024.06,3年或10万公里
岚图,岚图追光 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,58,27.29-33.59万,岚图汽车,530,中大型车,纯电动,2023.04,5年或10万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,58,4.19-6.88万,东风小康,531,紧凑型MPV,汽油,2023.10,7年或20万公里
江淮瑞风,瑞风RF8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39afc55e13524aa282721edb3f7fef84~tplv-resize:640:0.png,56,16.49-20.49万,江汽集团,532,中大型MPV,汽油,2024.01,5年或10万公里
大众,途观L PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,55,21.61-22.70万,上汽大众,533,中型SUV,插电式混合动力,2022.08,3年或10万公里
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,54,5.58-6.78万,上汽通用五菱,534,微型车,纯电动,2022.12,3年或10万公里
哪吒汽车,哪吒GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7f4a9f907b14465e9fdf87ff93430bea~tplv-resize:640:0.png,52,18.88-22.68万,合众汽车,535,跑车,纯电动,2023.04,4年或12万公里
广汽传祺,影酷,https://p9-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,52,10.18-13.98万,广汽传祺,536,紧凑型SUV,汽油,2022.09,3年或10万公里
凯翼,轩度,https://p3-dcd.byteimg.com/img/motor-mis-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,51,7.98-9.39万,凯翼汽车,537,紧凑型车,汽油,2023.06,3年或10万公里
睿蓝汽车,枫叶80v,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ba39c93926014a6c91d2debeb1d61f3c~tplv-resize:640:0.png,51,8.98-17.87万,睿蓝汽车,538,紧凑型MPV,纯电动,2024.06,1年或15万公里
比亚迪,比亚迪D1,https://p3-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,51,16.08-16.98万,比亚迪,539,紧凑型MPV,纯电动,2023.06,6年或15万公里
合创汽车,合创Z03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,50,13.48-18.28万,合创汽车,540,紧凑型SUV,纯电动,2022.04,4年或15万公里
雪佛兰,开拓者,https://p3-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,49,19.49-26.69万,上汽通用雪佛兰,541,中大型SUV,48V轻混系统,2023.07,3年或10万公里
捷豹,捷豹E-PACE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,49,15.90-21.00万,奇瑞捷豹路虎,542,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,49,19.96-26.00万,江铃福特,543,中型MPV,汽油,2024.03,3年或6万公里
上汽大通MAXUS,大通G90,https://p3-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,48,19.49-32.49万,上汽大通,544,中大型MPV,汽油,2024.08,3年或10万公里
雪佛兰,雪佛兰畅巡,https://p3-dcd.byteimg.com/img/motor-mis-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,48,17.29-18.79万,上汽通用雪佛兰,545,紧凑型车,纯电动,2023.06,3年或10万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,47,10.68-14.68万,北京汽车制造厂,546,紧凑型SUV,汽油,2021.05,3年或6万公里
东风风行,风行T5,https://p9-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,46,6.49-12.49万,东风风行,547,紧凑型SUV,汽油,2023.11,8年或16万公里
大众,途安L,https://p9-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,45,13.68-16.58万,上汽大众,548,紧凑型MPV,汽油,2023.10,3年或10万公里
五菱汽车,凯捷Victory,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5564c09fd91040f0984815b9669d6763~tplv-resize:640:0.png,44,7.28-11.58万,上汽通用五菱,549,紧凑型MPV,汽油,2023.11,3年或10万公里
名爵,MG Cyberster,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ac9ac9b7da874f58987ca01e8dd4cb22~tplv-resize:640:0.png,44,31.98-36.58万,上汽集团,550,跑车,纯电动,2023.11,6年或15万公里
凯迪拉克,凯迪拉克CT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,44,16.97-20.97万,上汽通用凯迪拉克,551,中型车,汽油,2022.11,3年不限里程
长安,逸达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/eac9a5b665864f3b8c6b0b1d72e3f2bc~tplv-resize:640:0.png,40,6.99-9.59万,长安汽车,552,紧凑型车,汽油,2023.08,3年或10万公里
凌宝汽车,凌宝Uni,https://p9-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,40,2.98-4.18万,吉麦新能源,553,微型车,纯电动,2023.03,3年或10万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,38,13.37-15.97万,东风标致,554,中型车,汽油,2024.07,5年或15万公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,38,35.08-39.18万,东风英菲尼迪,555,中型SUV,汽油,2023.11,4年或10万公里
上汽大通MAXUS,大通G70,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5773a7982d5488488c634703c9736d1~tplv-resize:640:0.png,37,14.48-19.98万,上汽大通,556,中型MPV,汽油,2023.11,5年或10万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,37,7.99-12.99万,东风小康,557,中型SUV,汽油,2021.11,7年或15万公里
奔腾,奔腾T55,https://p3-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,36,6.09-7.99万,一汽奔腾,558,紧凑型SUV,汽油,2023.04,3年或10万公里
上汽大通MAXUS,领地,https://p3-dcd.byteimg.com/img/motor-mis-img/fd99ba99b35ccc8d6e1562f1142f1856~tplv-resize:640:0.png,35,19.18-27.48万,上汽大通,559,中大型SUV,汽油,2023.06,3年或10万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,34,3.26-5.91万,东风小康,560,微型车,纯电动,2022.03,3年或10万公里
大众,探影,https://p9-dcd.byteimg.com/img/motor-mis-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,34,6.99-11.49万,一汽-大众,561,小型SUV,汽油,2023.09,3年或10万公里
上汽大通MAXUS,大家5 PLUG IN,https://p9-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,33,16.88-19.88万,上汽大通,562,紧凑型MPV,插电式混合动力,2024.03,3年或8万公里
凯迪拉克,凯迪拉克GT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,33,16.47-23.97万,上汽通用凯迪拉克,563,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
埃安,AION LX,https://p3-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,33,23.66-41.96万,广汽埃安新能源,564,中型SUV,纯电动,2022.01,4年或15万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,32,9.49-13.49万,东风风行,565,紧凑型SUV,汽油,2023.05,8年或16万公里
荣威,荣威iMAX8 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,30,25.98-35.98万,上汽集团,566,中大型MPV,纯电动,2022.08,6年或15万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,29,12.97-13.97万,东风标致,567,紧凑型SUV,汽油,2024.07,3年或10万公里
坦克,坦克300 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b672a99f9f65477c8f61f19f17e5f32d~tplv-resize:640:0.png,28,26.98万,长城汽车,568,紧凑型SUV,插电式混合动力,2024.04,5年或15万公里
上汽大通MAXUS,大家5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,27,19.48-22.78万,上汽大通,569,紧凑型MPV,纯电动,2023.08,3年或8万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-mis-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,27,5.89-6.29万,起亚,570,小型车,汽油,2020.08,3年或10万公里
启辰,启辰星,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,23,10.66-12.96万,东风日产,571,紧凑型SUV,汽油,2022.11,3年或10万公里
本田,凌派,https://p3-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,22,8.38-13.38万,广汽本田,572,紧凑型车,汽油,2023.05,3年或10万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,17,11.29-13.89万,上汽通用别克,573,紧凑型SUV,汽油,2021.08,3年或10万公里
吉利几何,吉利几何G6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,16,11.98-18.28万,吉利几何,574,紧凑型车,纯电动,2023.09,4年或12万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,15,11.39-13.89万,上汽通用雪佛兰,575,紧凑型SUV,汽油,2023.07,3年或10万公里
哈弗,哈弗H6 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,15,12.18-13.58万,长城汽车,576,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
本田,享域,https://p3-dcd.byteimg.com/img/motor-mis-img/f2ed945c45d908125c08d0c9ae3c718c~tplv-resize:640:0.png,15,7.88-13.89万,东风本田,577,紧凑型车,汽油,2022.03,3年或10万公里
起亚,索奈,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,14,8.89-9.79万,起亚,578,小型SUV,汽油,2024.04,3年或10万公里
东风风光,风光S560,https://p9-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,14,6.79-7.89万,东风小康,579,紧凑型SUV,汽油,2023.12,7年或15万公里
沃尔沃,沃尔沃C40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,13,29.20-34.20万,沃尔沃亚太,580,紧凑型SUV,纯电动,2023.10,3年不限公里
荣威,CLEVER,https://p3-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,13,5.20万,上汽集团,581,微型车,纯电动,2022.03,3年或10万公里
雪佛兰,创酷,https://p3-dcd.byteimg.com/img/motor-mis-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,12,9.49-11.39万,上汽通用雪佛兰,582,小型SUV,汽油,2023.07,3年或10万公里
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,11,14.50-18.80万,东风本田,583,小型SUV,纯电动,2022.04,3年或12万公里
比亚迪,宋MAX DM,https://p3-dcd.byteimg.com/img/motor-mis-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,10,13.78-16.48万,比亚迪,584,紧凑型MPV,插电式混合动力,2022.03,6年或15万公里
小鹏汽车,小鹏G3,https://p9-dcd.byteimg.com/img/motor-mis-img/5fe645aae83133a591bb27313ec66986~tplv-resize:640:0.png,9,13.89-16.69万,小鹏汽车,585,紧凑型SUV,纯电动,2022.09,4年或10万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,8,11.49-15.19万,东风风行,586,中型MPV,汽油,2023.10,8年或16万公里
北京,北京BJ80,https://p9-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,8,29.80-39.80万,北京汽车,587,中大型SUV,汽油,2023.12,3年或10万公里
仰望,仰望U9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/186f2e881a6b480ba9f1478de76f0808~tplv-resize:640:0.png,7,168.00万,仰望,588,跑车,纯电动,2024.02,6年或15万公里
东风风光,风光500,https://p9-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,7,5.88-8.58万,东风小康,589,紧凑型SUV,汽油,2021.08,7年或15万公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,6,8.98-17.98万,江汽集团,590,中型SUV,汽油,2024.03,3年或10万公里
星途,星途追风 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,6,12.98-19.58万,星途,591,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
福特,EVOS,https://p3-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,4,19.98-25.98万,长安福特,592,中型SUV,汽油,2021.11,3年或10万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,2,47.79-53.42万,北京奔驰,593,中大型车,纯电动,2022.08,3年不限公里
沃尔沃,沃尔沃XC40 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,2,28.29-32.20万,沃尔沃亚太,594,紧凑型SUV,纯电动,2023.10,3年不限公里
红旗,红旗国礼,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dcc20ee3f08749d9bd2a6eb1febf1d11~tplv-resize:640:0.png,2,718.00万,一汽红旗,595,大型车,汽油,2024.06,4年或10万公里
五菱汽车,五菱星云,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,1,8.08-9.48万,上汽通用五菱,596,紧凑型SUV,油电混合,2023.09,3年或10万公里
DS,DS 9 PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,1,33.49-40.49万,DS汽车,601,中型车,插电式混合动力,2022.03,8年或12万公里
DS,DS 9,https://p3-dcd.byteimg.com/img/motor-mis-img/fc67d704cb45ca837dc5130b5cc62498~tplv-resize:640:0.png,1,27.49-34.99万,DS汽车,602,中型车,汽油,2023.10,3年或10万公里
大众,探岳GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,1,19.29万,一汽-大众,603,中型SUV,插电式混合动力,2023.09,3年或10万公里
领克,领克01 EM-P,https://p3-dcd.byteimg.com/img/motor-mis-img/1b7a153b55bfaf41e0a0cf1f0e7b9995~tplv-resize:640:0.png,1,18.38-21.18万,领克,604,紧凑型SUV,插电式混合动力,2022.08,4年或10万公里
日产,楼兰,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6b198431f20a40b0bab91e7df531f31c~tplv-resize:640:0.png,1,23.88-28.38万,东风日产,605,中型SUV,汽油,2020.08,3年或10万公里
